show_id,titulo,tipo,plataforma,director,elenco,pais,fecha_agregado,anio_lanzamiento,clasificacion,duracion,genero,descripcion,puntaje
netflix_s3205,Chocolate,TV Show,Netflix,,"Ha Ji-won, Yoon Kye-sang, Jang Seung-jo, Kang Bu-ja, Lee Jae-ryong, Min Jin-woong, Kim Won-hae, Yoo Teo",South Korea,2019-11-30,2019,TV-14,1.0,International TV Shows,"Brought together by meaningful meals in the past and present, a doctor and a chef are reacquainted when they begin working at a hospice ward.",
prime_s252,Tumble Leaf,TV Show,Prime Video,,"Christopher Downs, Brooke Wolloff, Zac McDowell, Skyler Brigmann, Addie Zintel, Alex Trugman, John Taylor, Jodi Downs, Alan Franzenburg, Emily Downs",United States,,2019,ALL,6.0,Kids,"Tumble Leaf is a series aimed at preschoolers, set in a whimsical land where a small blue fox named Fig plays each day and discovers adventure, friendship and love around every bend in the path. Children will be enriched by narratives that promote play, the fun of learning and understanding the world around them.",
netflix_s1731,Wrong Kind of Black,TV Show,Netflix,,"Clarence Ryan, Aaron L. McGrath, Lisa Flanagan, Tommy Lewis, Nilbi Yasserie, Christopher Ketchup, Boori Monty Pryor, Jacek Koman, Colin Lane, Arthur Angel, Toby Truslove",Australia,2020-11-06,2018,TV-MA,1.0,International TV Shows,"In 1970s Melbourne, a DJ named Boori Monty Pryor and his brother Paul navigate racial tensions and police encounters amid disco and discrimination.",
netflix_s334,Ferris Bueller's Day Off,Movie,Netflix,John Hughes,"Matthew Broderick, Alan Ruck, Mia Sara, Jeffrey Jones, Jennifer Grey, Cindy Pickett, Lyman Ward, Edie McClurg, Charlie Sheen, Kristy Swanson, Ben Stein, Del Close",United States,2021-08-01,1986,PG-13,103.0,Classic Movies,"After faking an illness to skip school, popular teen Ferris Bueller enjoys a fun-filled day in Chicago with his girlfriend and his uptight best friend.",
prime_s1146,Rob Schneider: Soy Sauce and the Holocaust,Movie,Prime Video,Rob Schneider,Rob Schneider,,,2013,18+,60.0,Arts,"Rob Schneider takes on the biggest role of his life: a stand-up comedian, as he learns lessons about love and other cultures. He tells the side-splitting stories of the three hoods: childhood, adulthood, and parenthood. From closet farts to his sex life, Rob isn't holding back any of the dirty details.",
netflix_s6835,Genius of the Ancient World,TV Show,Netflix,,Bettany Hughes,United Kingdom,2017-08-01,2015,TV-PG,1.0,British TV Shows,"Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius.",
netflix_s4394,Muzaffarnagar Baaqi Hai,Movie,Netflix,Nakul Singh Sawhney,,India,2018-11-15,2015,TV-MA,136.0,Documentaries,"Through interviews with locals, this documentary investigates the triggers and outcomes of the 2013 communal riots in the heart of Uttar Pradesh.",
netflix_s3775,Black Mirror,TV Show,Netflix,,"Jesse Plemons, Cristin Milioti, Jimmi Simpson, Rosemarie DeWitt, Douglas Hodge, Andrea Riseborough, Brenna Harding, Owen Teague, Andrew Gower, Kiran Sonia Sawar, Georgina Campbell, Joe Cole, Maxine Peake, Jake Davies, Clint Dyer, Letitia Wright, Babs Olusanmokun, Bryce Dallas Howard, Alice Eve, Michael Kelly, Cherry Jones, Gugu Mbatha-Raw, Mackenzie Davis, Wyatt Russell, Benedict Wong, Kelly Macdonald, Faye Marsay, Madeline Brewer, Hannah John-Kamen, Malachi Kirby, Alex Lawther, Jerome Flynn, James Norton, Rory Kinnear, Lindsay Duncan, Daniel Kaluuya, Jessica Brown Findlay, Rupert Everett, Toby Kebbell, Jodie Whittaker, Hayley Atwell, Domhnall Gleeson, Lenora Crichlow, Michael Smiley, Daniel Rigby, Chloe Pirrie, Jason Flemyng, Jon Hamm, Oona Chaplin, Rafe Spall",United Kingdom,2019-06-05,2019,TV-MA,5.0,British TV Shows,"This sci-fi anthology series explores a twisted, high-tech near-future where humanity's greatest innovations and darkest instincts collide.",
netflix_s7129,Jewel's Catch One,Movie,Netflix,C. Fitz,Jewel Thais-Williams,United States,2018-05-01,2016,TV-MA,84.0,Documentaries,"The story of famed L.A. nightclub Catch One and owner Jewel Thais-Williams, who defied all odds and provided a safe space for black LGBT communities.",
prime_s4314,Razorteeth,Movie,Prime Video,"Mark Polonia, John Polonia",,,,2021,13+,70.0,Horror,"An expedition into the glacial north discovers prehistoric, predatory piranhas frozen in ice. They are removed from their resting place and packed into a plane for scientific research. But en-route to the research site, the plane crashes into a resort lake, causing the ferocious fish to thaw and attack the vacationers there.",
prime_s4289,Garnet's Gold,Movie,Prime Video,Ed Perkins,Garnet Frost,United Kingdom,,2019,13+,76.0,Documentary,"20 years ago, Garnet Frost got lost in the desolate Scottish wilderness where he resigned himself to dying. By chance, he was saved by a fisherman and since has been haunted by a memento from his ordeal. He believes an unusual wooden staff he found is actually a marker for one of history's most famous lost treasures. Now, Garnet is ready to return to the mysterious loch in his quest to find gold.",
prime_s2389,Gangstars (Telugu),TV Show,Prime Video,,"Jagapati Babu, Navdeep, Sidhu, Swetha Basu Prasad, Sivaji, Apoorva Arora, Aiswarya, Krishna Bhagwan, Dhanraj, Posani",,,2018,18+,1.0,International,"Gangstars is set in the genre of ""Jaane Bhi Do Yaaron"". This 12-episode series revolves around two movie stars, two ex-lovers, and a ruthless gangster. It's a dark comedy of interconnecting events and interconnecting lives, stemming from one incident that turns into a roller coaster ride for the characters involved!",
netflix_s6537,Coraline,Movie,Netflix,Henry Selick,"Dakota Fanning, Teri Hatcher, John Hodgman, Jennifer Saunders, Dawn French, Keith David, Robert Bailey Jr., Ian McShane",United States,2017-03-16,2009,PG,101.0,Children & Family Movies,Curious young Coraline unlocks a door in her family's home and is transported to a universe that strangely resembles her own – only better.,
prime_s4865,The woman I lost,Movie,Prime Video,Roberto Rodríguez,"Pedro Infante, Blanca Estela Pavón, Manuel R. Ojeda, Eduardo Arozamena, Silvia Pinal, José Luis Jiménez",,,1949,16+,90.0,Drama,"In defense of his girlfriend Pedro kills the attorney's son. Because of this, helped by the Indians, he has to escape from the father of the deceased. In the persecution Pedro is wounded but healed by Maria, who also helps him escape from the feds.",
prime_s8104,Planet Of The Apes (2001),Movie,Prime Video,Tim Burton,"Mark Wahlberg, Tim Roth, Helena Bonham Carter, Michael Clarke Duncan, Kris Kristofferson, Estella Warren, Paul Giamatti",,,2001,PG-13,120.0,Drama,HD. Tim Burton's eye-popping remake of the 1968 cult classic stars Mark Wahlberg as an astronaut who lands on a planet ruled by apes.,
prime_s6556,"Lo and Behold, Reveries of the Connected World",Movie,Prime Video,Werner Herzog,"Elon Musk, Dr. Robert Kahn, Kevin Mitnick",United States,,2016,PG-13,98.0,Documentary,"Oscar®-nominated documentarian Werner Herzog (Grizzly Man, Cave of Forgotten Dreams) chronicles the virtual world. He leads viewers on a journey that reveals the ways the online world has transformed how virtually everything in the real world works.",
prime_s3534,15-Minute HIIT 6.0 Workout (with weights),Movie,Prime Video,,Maggie Binkley,,,2018,ALL,18.0,Fitness,"This weighted HIIT (high intensity interval training) workout promises to make you sweat to the max and work you to improve leanness, increase endurance & challenge your entire body. Appropriate for all fitness levels (modifications included). Follow Series 6.0 after 4+ weeks in each of Series 1.0-5.0. Find the 6.0 weekly schedule, yoga series schedules and more on my website (FitnessMaggie).",
prime_s6993,Thai Pirandhal Vazhi Pirakkum,Movie,Prime Video,A. K. Velan,"S. S. Rajendran, M. N. Rajam, Prem Nazir, Rajasulochana, V. K. Ramasamy",,,1958,ALL,139.0,Drama,Thai Piranthal Vazhi Pirakkum is a Tamil Emotional Family Drama. Prem Nazir is a doctor and son of V.K.Ramasamy who gives much importance to money. V.K.Ramasamy doesn't like S.S.Rajendran as he supports farmers. Rajasulochana is S.S.Rajendran's sister. Her marriage gets stopped and S.S.Rajendran goes to jail because of V.K.Ramasamy. The rest of the story is how S.S.Rajendran avenges V.K.Ramasamy.,
prime_s4462,Parallel,Movie,Prime Video,Isaac Ezban,"Aml Ameen, Georgia King, Mark O'Brien",,,2020,16+,104.0,Drama,"A group of friends stumble upon a mirror that serves as a portal to a ""multiverse"", but soon discover that importing knowledge from the other side in order to better their lives brings increasingly dangerous consequences.",
prime_s8213,Creature from Big Muddy: An Illinois Bigfoot Legend,Movie,Prime Video,Joseph C Tury,"Chad Lewis, Kevin Lee Nelson, Michael Huntington, Tony Gerard, Coyote Chris Sutton, Bob Musgrave, Bruce Cline, Christian Baril, Bob Reiman, Jessica Van Pelt, Zach D Starrick, Ben Bishop",,,2021,13+,63.0,Documentary,"In the early 1970's in Murphysboro, Illinois, the town was terrorized by a creature that was thought to come out of a local river called the Big Muddy. It was described as an eight foot tall, bigfoot-like creature. Featuring authors of the strange, Chad Lewis and Kevin Lee Nelson, this is an investigative look into the legend of The Big Muddy Monster.",
prime_s1958,KenIchi: The Mightiest Disciple (English Dub),TV Show,Prime Video,,"Josh Grelle, Carrie Savage",,,2007,13+,4.0,Action,"Wishing to protect the things he loves and determined to have the strength to face the increasing adversity, KenIchi must learn various martial arts from the dojo's resident masters, taking Karate, Muay Thai, Ju Jitsu and Chinese Martial Arts and combining them to create his own fighting style!",
prime_s2014,John Brown's Body,Movie,Prime Video,,,,,2004,NR,90.0,Music Videos and Concerts,"JBB let the good vibes flow, stirring an eager crowd into an absolute tizzy at Brooklyn's Southpaw.",
prime_s2232,Heidi,Movie,Prime Video,Alain Gsponer,"Anuk Steffen, Bruno Ganz, Anna Schinz",,,2017,7+,111.0,Adventure,"Based on the biggest Swiss bestseller of all time (written by Johanna Spyri), young orphan girl Heidi lives in the Swiss Alps with her goat herding grandfather. Forced to move into the home of an upper-class Frankfurt family, the energetic child struggles to fit in, longing for the simplicity of her life in the mountains.",
prime_s2437,Four Deuces,Movie,Prime Video,William H. Bushnell Jr.,"Jack Palance, Carol Lynley, Warren Berlinger, Adam Roarke, E.J. Peaker, Gianni Russo",,,1975,PG-13,88.0,Comedy,"Gangster Vic Morano (Palance) owns the speakeasy nightclub The Four Deuces, and is embroiled in an ongoing gang war with rival mob boss and nightclub owner Chico Hamilton during the 1930's Prohibition era. Vic has a notorious a weakness for women, but his humanity begins to surface when he falls for beautiful blonde Wendy (Lynley). But she is in love with Vic's reporter friend. The war ends in a brutal, violent bloodbath where many of the mobsters don't survive. When Vic finds out about Wendy and her reporter, the two lovers may not survive Vic's jealous rage.",
hbomax_tm93027,You Got Served,Movie,HBO Max,Chris Stokes,"Marques Houston, Omarion, J-Boog, Lil' Fizz",US,2004-01-01,2004,PG-13,95.0,drama,"At Mr. Rad's Warehouse, the best hip-hop crews in Los Angeles compete for money and respect. But when a suburban crew crashes the party, stealing their dancers - and their moves - two warring friends have to pull together to represent the street. Starring hip-hop sensations Marques Houston, Omari Grandberry, Lil' Kim and comedian Steve Harvey.",3.8
netflix_s5770,Masha's Spooky Stories,TV Show,Netflix,,,United States,2016-10-01,2012,TV-Y,1.0,Kids' TV,"Masha explains why there's no need to be scared of things like monsters, the dark, going to a new school, thunder and other common childhood fears.",
hbomax_tm1130340,Manuel Turizo Live on Max,Movie,HBO Max,,"Manuel Turizo, Julián Turizo",,2021-01-01,2021,,69.0,music,,
prime_s2349,Gina Brillon: The Floor is Lava,TV Show,Prime Video,,Gina Brillon,,,2020,16+,1.0,Comedy,"Gina Brillon has always had a unique approach to life’s ups and downs; handling them with a humor and sass that comes naturally to the Bronx born Latina. In her third stand up special, Brillon holds no punches when discussing her childhood, culture and the transition from single to married life with her Midwestern husband.",
disney_tm439797,Black Widow,Movie,Disney+,Cate Shortland,"Scarlett Johansson, Florence Pugh, Rachel Weisz, David Harbour",US,2021-01-01,2021,PG-13,134.0,action,"Natasha Romanoff, also known as Black Widow, confronts the darker parts of her ledger when a dangerous conspiracy with ties to her past arises. Pursued by a force that will stop at nothing to bring her down, Natasha must deal with her history as a spy and the broken relationships left in her wake long before she became an Avenger.",6.7
prime_s6080,Someone to Carry Me,Movie,Prime Video,Terry Allen,"Samuel Thomas, Gwendoline Taylor, David Capstick, Scott Harding, Paul Thomas Lewis, Josiah Harrold, Ben Ryan, Tonci Pivac, Tom Easden, India Ryan, Tara Eloise, David McCartney, Florence Salmon, Kahu Carter, Melvin Te Wani, Robert Ireland, Omar Al-Sobky, James Davies",,,2015,16+,99.0,Action,"Dan, an aspiring young musician becomes a target after witnessing a brutal murder. Seeking safety in the company of Michael and Angelica, he is unaware of the peril he places them in, or of the ultimate cost of his decision to run.",
hbomax_tm225652,Shot Heard 'Round the World,Movie,HBO Max,,"Liev Schreiber, Ralph Branca, Bobby Thomson",US,2001-01-01,2001,,60.0,documentation,"With one swing of a bat, Bobby Thomson became a legend. His dramatic home run on October 3, 1951, led the New York Giants to win the National League pennant over the rival Brooklyn Dodgers. This documentary looks at the teams, personalities and events that combined to create one of the most heated pennant races ever witnessed...one that ended with an unforgettable homer.",7.4
prime_s6677,Serena,Movie,Prime Video,Susanne Bier,"Bradley Cooper, Jennifer Lawrence, Rhys Ifans, Toby Jones",,,2015,R,110.0,Drama,"George and Serena Pemberton (Academy Award nominee Bradley Cooper and Academy Award winner Jennifer Lawrence), build a timber empire. They refuse to let anyone stand in the way. Serena discovers George's past and their marriage begins to unravel.",
prime_s5741,My Magic Halloween with Mila and Morphle,Movie,Prime Video,Arthur van Merwijk,,,,2019,ALL,40.0,Kids,"'My Magic Pet Morphle' is an animated hit tv show for toddlers and older kids. Morphle can morph into anything his human companion Mila wants. From dinosaurs to cars, construction vehicles like diggers, dump trucks and cranes to pets like cats dogs and lions! Come celebrate Halloween with Mila and Morphle!",
prime_s6604,A State of Mind,Movie,Prime Video,Mike  Berry,"Elise Neal, Imani Khiry, Jason Floyd, Cameron Woods, Chanel Woods",,,2021,18+,89.0,Drama,"Three generations of Thomas men have all taken their own lives while battling depression. Darius Thomas must decide if he will face the beast head on, or crash right into his family's history.",
prime_s5613,The Host,Movie,Prime Video,Andy Newbery,"Maryam Hassouni, Mike Beckingham, Dougie Poynter",,,2020,16+,103.0,Suspense,"Robert and Vera try to do what's best for the people they love and those they protect. But as the characters struggle to suppress their inner demons, a course of destruction emanates from hidden secrets that can never be escaped.",
hbomax_tm39042,Catch a Fire,Movie,HBO Max,Phillip Noyce,"Tim Robbins, Derek Luke, Bonnie Mbuli, Mncedisi Shabangu",GB,2006-01-01,2006,PG-13,101.0,action,"The true story of anti-apartheid activists in South Africa, and particularly the life of Patrick Chamusso, a timid foreman at Secunda CTL, the largest synthetic fuel plant in the world. Patrick is wrongly accused, imprisoned and tortured for an attempt to bomb the plant, with the injustice transforming the apolitical worker into a radicalised insurgent, who then carries out his own successful sabotage mission.",6.7
prime_s4746,The Wild Blue Yonder,Movie,Prime Video,Werner Herzog,"Brad Dourif, Donald Williams, Ellen Baker",,,2007,16+,80.0,Science Fiction,"An alien narrates the story of his dying planet, his and his people's visits to Earth and Earth's man-made demise, while human astronauts attempt to find an alternate planet for surviving humans to live on.",
netflix_s1189,Get the Goat,Movie,Netflix,Vitor Brandt,"Matheus Nachtergaele, Edmilson Filho, Letícia Lima, Leandro Ramos, Evelyn Castro, Valéria Vitoriano, Victor Allen, Renan Medeiros, Eyrio Okura, Jéssica Tamochunas, Marcondes Falcão, Juliano Cazarré",Brazil,2021-03-18,2021,TV-14,98.0,Action & Adventure,"Two hapless cops find themselves in over their heads as they cross paths with dangerous criminals while searching for Celestina, a beloved goat mascot.",
prime_s1077,Searching for Bobby Fischer,Movie,Prime Video,Steven Zaillian,"Ben Kingsley, Joe Mantegna, Laurence Fishburne, Joan Allen, Robert Stephens, David Paymer, William H. Macy, Max Pomeranc, Michael Nirenberg, Tom McGowan",,,1993,PG,110.0,Drama,Josh is a typical seven-year-old who happens to be a chess prodigy. Josh's Father is determined to see his son become a champion. During their journey of discovery they learn the one thing neither can afford to lose: their love for each other.,
netflix_s4388,Vai Anitta,TV Show,Netflix,,Anitta,Brazil,2018-11-16,2018,TV-MA,1.0,Docuseries,"Go behind the scenes with Brazilian pop icon Anitta, along with her friends and family, as she aims to create a new song and music video each month.",
prime_s1157,Rick Steves' Europe,TV Show,Prime Video,,Rick Steves,,,2018,TV-G,4.0,Documentary,"Rick Steves' Europe is public television's most-watched, longest-running travel series. Written and hosted by best-selling guidebook author Rick Steves, each half-hour show takes viewers to Europe's most interesting places, from great cities to off-the-beaten-path discoveries.",
prime_s4641,Bhoomi,Movie,Prime Video,Omung Kumar,"Sanjay Dutt, Aditi Rao Hydari, Sharad Kelkar, Shekhar Suman, Rahul Verma Rajput, Sidhant Gupta, Riddhi Sen, Puru Chibber, Sunny Leone",India,,2017,13+,133.0,Action,A revenge drama that centers on the relationship between a father and daughter.,
netflix_s8409,The lynx,Movie,Netflix,Stanisław Różewicz,"Jerzy Radziwiłowicz, Franciszek Pieczka, Piotr Bajor, Ryszarda Hanin, Janusz Paluszkiewicz, Henryk Machalica, Hanna Mikuć, Maria Klejdysz",Poland,2019-10-01,1982,TV-14,82.0,Dramas,A priest's duties are tested when a young guerrilla asks for absolution while confessing his plans to murder a local man he believes is a traitor.,
netflix_s5191,The Bittersweet,Movie,Netflix,D Ho,"Min-ho Lee, Zhu Xuan",China,2017-11-01,2017,TV-MA,98.0,Action & Adventure,"As a killer stalks the streets, a troubled young courier suspects that a doctor may be the long-lost sister he hasn't seen since childhood.",
netflix_s7851,Reggie Yates Outside Man,TV Show,Netflix,,Reggie Yates,United Kingdom,,2017,TV-MA,2.0,British TV Shows,"Award-winning filmmaker Reggie Yates travels around the world tackling big issues such as gun violence, racism, gay rights and addiction.",
prime_s5677,Used and Borrowed Time,TV Show,Prime Video,,"Grant Morenz, Maureen O'Connor, Alice Kelly Bahlke, Cam Kornman, Clas Duncan, Marshall Bonny, Emily Seibert, Gavin Rohrer, Ox King",,,2021,18+,1.0,Drama,"Set during the turbulent 1960's, in segregated Alabama and based on a sadistic racist incident in American history – an aging actress is phantasmagorically transported to her past as she relives the tyranny unleashed by a perverted, merciless white supremacist family; witnessing the clan raging a vengeful retaliation upon her ill-fated love affair with an African American civil rights advocate.",
netflix_s3122,Don't F**k with Cats: Hunting an Internet Killer,TV Show,Netflix,Mark Lewis,,United Kingdom,2019-12-18,2019,TV-MA,1.0,Crime TV Shows,A twisted criminal's gruesome videos drive a group of amateur online sleuths to launch a risky manhunt that pulls them into a dark underworld.,
appletv_tm1047516,"Who Are You, Charlie Brown?",Movie,Apple TV+,Michael Bonfiglio,"Lupita Nyong'o, Tyler James Nathan, Terry McGurrin, Isabella Leo",CA,2021-01-01,2021,G,61.0,documentation,"A documentary about Peanuts and its creator, Charles M. Schulz. Famous fans—including Drew Barrymore, Kevin Smith, and Al Roker—share its influence on them, and a new animated story finds Charlie Brown on a quest.",7.2
prime_s5023,Jiang Ziya,Movie,Prime Video,Teng Cheng,"Christopher Sabat, Luci Christian",,,2020,7+,109.0,Animation,"To earn his place amongst the gods, celestial army commander Jiang Ziya must vanquish a terrifying fox demon threatening the very existence of the mortal realm. The follow up to international blockbuster, Ne Zha and second chapter in the Fengshen Cinematic Universe.",
prime_s5711,Gamera: The Giant Monster,Movie,Prime Video,Noriaki Yuasa,"Eiji Funakoshi, Harumi Kiritachi, Junichiro Yamashita",,,1965,13+,79.0,Science Fiction,"The initial entry in the Gamera series was Daiei Studios' first successful attempt at making a massive scale kaiju movie. Hibernating under the Arctic, the turtle monster Gamera is awakened by an atomic bomb test. The behemoth creates chaos when it arrives in Japan and an ambitious plan must be hatched to try and stop the rampage.",
prime_s1459,Nursery Rhymes by KiiYii Vol 3 - Learning (Made By Little Baby Bum!),Movie,Prime Video,"Derek Holder, Cannis Holder",,,,2018,ALL,50.0,Kids,"A compilation with original KiiYii educational songs, like 5 Little Monkeys, Aeiou The Vowels, Finger Family and many more!",
prime_s2068,Jackie & Ryan,Movie,Prime Video,Ami Canaan Mann,"Katherine Heigl, Ben Barnes, Clea DuVall",,,2015,PG-13,91.0,Drama,A modern day train hopper fighting to be a successful musician and a single mom battling to maintain custody of her daughter defy their circumstances by coming together in a relationship that may change each others lives forever.,
hbomax_tm23759,Innerspace,Movie,HBO Max,Joe Dante,"Dennis Quaid, Martin Short, Meg Ryan, Kevin McCarthy",US,1987-01-01,1987,PG,120.0,comedy,"Test pilot Tuck Pendleton volunteers to test a special vessel for a miniaturization experiment. Accidentally injected into a neurotic hypochondriac, Jack Putter, Tuck must convince Jack to find his ex-girlfriend, Lydia Maxwell, to help him extract Tuck and his ship and re-enlarge them before his oxygen runs out.",6.8
prime_s2289,Griefwalker,Movie,Prime Video,Tim Wilson,,Canada,,2008,16+,70.0,Documentary,"An extraordinary portrait of Harvard-trained theologian Stephen Jenkinson, who teaches that death empowers us to live and that we must know grief well in order to appreciate our own lives. Many may find Jenkinson's belief that our deaths are not something to be denied or avoided but 'befriended' as challenging; he points out that not every culture fears death as we do.",
netflix_s20,Jaguar,TV Show,Netflix,,"Blanca Suárez, Iván Marcos, Óscar Casas, Adrián Lastra, Francesc Garrido, Stefan Weinert, Julia Möller, Alicia Chojnowski",,2021-09-22,2021,TV-MA,1.0,International TV Shows,"In the 1960s, a Holocaust survivor joins a group of self-trained spies who seek justice against Nazis fleeing to Spain to hide after WWII.",
prime_s5724,Devil's Island,Movie,Prime Video,"Sean King, Taylor King","Elle Alexander, Cliff Yates, Kristjan Sokoli, Pete Berwick",United States,,2021,13+,72.0,Horror,"A young woman inherits an island from her grandparents. When she moves in, she discovers the locals are less than welcoming and trying to hide a secret.",
disney_tm111322,The African Lion,Movie,Disney+,James Algar,Winston Hibler,US,1955-01-01,1955,G,75.0,family,"Part of Disney's True-Life Adventures series, this film focuses on the lives of lions in Africa.",7.2
disney_ts22233,Shake It Up,TV Show,Disney+,,"Bella Thorne, Zendaya, Davis Cleveland, Roshon Fegan",US,2010-01-01,2010,TV-G,3.0,comedy,"Best pals CeCe and Rocky dream of dancing stardom. And they seem on the verge of realizing that goal when they win places as backup dancers on the local TV show ""Shake It Up, Chicago."" While they get to show off their moves, they find out they need to keep putting their best feet forward to keep up with the rest of the crew on the show.",8.0
netflix_s7118,Jal,Movie,Netflix,Girish Malik,"Purab Kohli, Tannishtha Chatterjee, Kirti Kulhari, Yashpal Sharma, Mukul Dev, Saidah Jules, Ravi Gossain, Rahul Singh",India,2017-10-15,2013,TV-14,132.0,Dramas,A gifted young man from a drought-stricken village helps a group of ecologists find water for migrating flamingoes.,
hbomax_tm1048591,8-Bit Christmas,Movie,HBO Max,Michael Dowse,"Neil Patrick Harris, Winslow Fegley, Sophia Reid-Gantzert, Bellaluna Resnick",US,2021-01-01,2021,PG,97.0,fantasy,"In 1980s Chicago, a 10-year-old sets out on a quest to get the Christmas gift of his generation: the latest and greatest video-game system.",6.7
disney_ts171975,Birth of Europe,TV Show,Disney+,Matt Currington,Mark Halliley,NL,2012-01-01,2012,,1.0,documentation,"Between volcanic eruptions and asteroid impacts, examine the prehistoric origin, evolution and turbulent history of human civilisations in Europe. Understand how the history of Europe shaped the modern continent.",7.1
prime_s1104,Salvage: Code Red,TV Show,Prime Video,,,,,2009,13+,1.0,Adventure,"This action series documents the dangerous job of responding to the hundreds of shipwrecks reported each year in the wake of storms, head-on collisions, explosions and fire. Salvage workers are a special breed: brave, determined, have great technical skill and be committed to saving crew and cargo from meeting a premature and watery end. This series tells their dramatic and often perilous stories.",
netflix_s5533,Our Lovers,Movie,Netflix,Miguel Ángel Lamata,"Eduardo Noriega, Michelle Jenner, Fele Martínez, Amaia Salamanca",Spain,2017-04-14,2016,TV-MA,92.0,Comedies,"A love-challenged man and a woman he meets at a bookshop bar begin dating, but only at the shop – and without knowing anything about each other.",
prime_s9606,Bojangles,Movie,Prime Video,Joseph Sargent,"Gregory Hines, Peter Riegert, Kimberly Elise, Maria Ricossa, Savion Glover, Linette Doherty",,,2001,18+,101.0,Drama,"Biography of the legendary showman Bill Robinson, better known as Mr. Bojangles.",
netflix_s3379,Nailed It! Spain,TV Show,Netflix,,"La Terremoto de Alcorcón, Christian Escribà",Spain,2019-10-25,2019,TV-PG,1.0,International TV Shows,"On this competition show, novice bakers try to avoid a fiasco while duplicating stunning sweets. At stake are a trophy and 5,000 euros.",
netflix_s4568,Haani,Movie,Netflix,Amitoj Mann,"Sarabjit Cheema, Mahreen Kaleka, Harbhajan Mann, Anuj Sachdeva, Rupan Bal, Sonia Mann",India,2018-10-01,2013,TV-14,137.0,Dramas,"When a man discovers that he can communicate with his grandfather's spirit, it leads to two love stories intertwining 50 years apart.",
netflix_s1657,Hillbilly Elegy,Movie,Netflix,Ron Howard,"Amy Adams, Glenn Close, Gabriel Basso, Haley Bennett, Freida Pinto, Bo Hopkins, Owen Asztalos",United States,2020-11-24,2020,R,117.0,Dramas,"An urgent phone call pulls a Yale Law student back to his Ohio hometown, where he reflects on three generations of family history and his own future.",
prime_s4031,Dawn,Movie,Prime Video,Cynthia Cherry-Leon,"Erin Nordseth, Patrick Vann, Michael Sigler, Raian Stanley, Rowan Titus, Debra Ovall, Tony Claiborne, Janeva Sharps",,,2018,13+,115.0,Drama,"A reserved woman executive begins having vivid dreams about a young girl she barely knows being brutally murdered. Her husband is the last person to believe her, but the first person she suspects. A Faith Based Thriller/Drama that shows anyone can be used by God.",
netflix_s4632,Rafinha Bastos: Ultimatum,Movie,Netflix,,Rafinha Bastos,Brazil,2018-09-21,2018,TV-MA,63.0,Stand-Up Comedy,"An off-color joke nearly cost him everything. Brazilian comic Rafinha Bastos talks about that and much more, from his divorce to finding love again.",
prime_s8734,The Icebreaker,Movie,Prime Video,Nikolay Khomeriki,"Pyotr Fyodorov, Aleksandr Pal, Anna Mikhalkova, Aleksandr Yatsenko, Olga Filimonova, Vitaliy Khaev, Sergey Puskepalis",,,2017,PG-13,119.0,Action,"Antarctica, 1985. The icebreaker ""Gromov"" was trapped on the ice after trying to dodge a giant berg. For 133 days in cold and deafening silence, the crew attempts to find the way out. One false move - and they will be crushed in the ice.",
prime_s2345,Girl/Girl Scene,TV Show,Prime Video,,"Tucky Williams, Kayden Kross, Lauren Virginia Abert, Katie Stewart, Roni Jonah, Cyndy Allen, Joe Gatton",,,2017,18+,2.0,Comedy,"Girl/Girl Scene is the sexy, award-winning lesbian drama series that shocked the world with its provocative vision of life as a modern gay girl. Follow bad-girl Evan, escort Avery, Southern belle Maxine, stoner Bender and teenage runaway Ling as they navigate their passionate and intertwining love lives.",
hbomax_tm921992,Coastal Elites,Movie,HBO Max,Jay Roach,"Bette Midler, Kaitlyn Dever, Dan Levy, Sarah Paulson",US,2020-01-01,2020,R,87.0,comedy,"A socially distanced comedic satire that spotlights five characters breaking down and breaking through as they grapple with politics, culture, and the pandemic.",6.3
disney_tm11948,Toy Story 4,Movie,Disney+,Josh Cooley,"Tom Hanks, Tim Allen, Annie Potts, Tony Hale",US,2019-01-01,2019,G,90.0,comedy,"Woody has always been confident about his place in the world and that his priority is taking care of his kid, whether that's Andy or Bonnie. But when Bonnie adds a reluctant new toy called ""Forky"" to her room, a road trip adventure alongside old and new friends will show Woody how big the world can be for a toy.",7.7
prime_s5193,Arpo: The Robot for All Kids,TV Show,Prime Video,,,,,2018,ALL,3.0,Animation,"Arpo was designed as a commando robot, built as a fierce fighting machine. But, with world peace achieved Arpo has been re-equipped for caregiving, re-coded for cuddling, and officially reassigned as a nanny robot!",
prime_s5683,The Green Promise,Movie,Prime Video,William D. Russell,,,,2021,7+,94.0,Drama,"A heart-warming, thoughtful drama, produced by RKO Pictures, which portrays the struggles and hard work of farm life. The title refers to a scene where the local preacher (Milburn Stone) gives a sermon on a story from the Book of Exodus of God's ""green promise"" to lead Moses into a land of milk and honey.",
